sentence,hate,category
তন্ত্র মন্ত্র আরো ভাল করে শিখ সব ভুল ফালতু উল্লু কাহিকা,0,"meme, tiktok and others"
তপজডমিনিুমন,0,"meme, tiktok and others"
তফু খান মানে অসাধারন,0,"meme, tiktok and others"
তবুও বাবা বলতেছে ছেরে দিতেবাবার সমতুল্য হই নাসকল বাবার প্রতি হাজার সালামযদি বাবার কোলে মরতে পারতাম তাহলে নিজেকে সবচেয়ে ভাগ্যবান মনে করতামএটা দেখে কতক্ষন কেঁদেছি জানিনাআল্লাহ যেন সকল বাবার হায়াত বারিয়ে দেনআমিন,0,personal
তবে এটা সত্যি যারা ভালো অভিনয় করেছে জাজরা তাদের বাদ দেন নি ।।বিশেষ করে রাজ ভাই ।।।,0,"meme, tiktok and others"
তবে শোন নটির বাচ্চা আমার নবী সম্পর্কে কোন কথা বল বি না তাহলে তোর ছেলে কে দিয়ে তোকে বো,0,personal
তবেনায়কার ব্রু গুলা দাও কাচির মত বলতেই হবে?,0,celebrity
তমায গোযায লবন দিৰ,0,"meme, tiktok and others"
তমিজি কাকুরে ধরেন,0,"meme, tiktok and others"
তমুক মিথ্যা বাদি,0,"meme, tiktok and others"
তর অভিনয় আর ভালো লাগে নারে তাহসান ভাই,0,"meme, tiktok and others"
তর কথা অর্থ তুই নিজেও বুজিস না এমন মনে হলো কথা গুলো সুনে কথার কোন আগামীতা নাই,0,"meme, tiktok and others"
তর কথাই তো হয় না। নিজে কত দিন বরখা পরস অন্যের পর্দা নিয়ে কথা বলার আগে নিজের চিন্তা কর,0,personal
তর গলা ভালনা বেসুরা,0,"meme, tiktok and others"
তর চেয়ারা দেখে আমার বমি আসে জে বয়েরা তার সাথে কথা বলেন আপনাদের কি নজর নাই,0,personal
তর ছবি কে দেখে হালা,0,"meme, tiktok and others"
তর জাইগায় আমি হলে জিবনে কাওকে চেহারা দেখাই তামনা পদাই থাকতার রে থু,0,personal
তর জিব্বা কাটমু যদি কাছে পাই,0,"meme, tiktok and others"
তর ডা কত,0,"meme, tiktok and others"
তর ধর্মের কথা মানাই না,0,religious
তর নানীর শাওয়া কথাটা খুব হাস্যকর নাহ্,0,"meme, tiktok and others"
তর বাপের বাড়ীত এই ঘটনা ব্রাহ্মণবাড়ীয়াতে হইছে,0,"meme, tiktok and others"
তর বোনের জামাই খুব সুন্দর,0,"meme, tiktok and others"
তর ভাতার কি,0,"meme, tiktok and others"
তর মন যা চায় বল কিন্তু নামাজ নিয়ে কিছু বললে তর জ্বিব চিরে পেলব,0,"meme, tiktok and others"
তর মাথা দিয়ে চা খামু,0,"meme, tiktok and others"
তর মার গিয়া,0,"meme, tiktok and others"
তর মার পুন,0,"meme, tiktok and others"
তর সব বয় ফ্রেন্ডরা কি তরে করছে,0,"meme, tiktok and others"
তরমত মেয়েদের জন্য আজ অন্য মেয়েরা কলংকিত তুই মেয়ে নামের কলংক,0,"meme, tiktok and others"
তরা বুদা কুকুরে ধন দর কার,0,"meme, tiktok and others"
তরা সবাই আসুদা তরা সবাই তদের বুনকে বিয়া করিস কেন,0,"meme, tiktok and others"
তরা।বিকারী।,0,"meme, tiktok and others"
তরুণদের মধ্যে সবচেয়ে ন্যাচারাল অভিনয় করে তাওসিফ। শীঘ্রই আমি আর তাওসিফ আসছি ব্যাচেলর পয়েন্টে।,0,personal
তরে আমি কুকুর দিয়ে করাতাম,0,personal
তরে কত টাকা দিছে দালালি করতে,0,"meme, tiktok and others"
